ID,日期,用户名,评分,标题,内容,是否编辑过
13347285769,2025-11-02T15:45:12Z,飓风迷,1,清晰度低,同格式同场景下对比原相机、bmc、还有Fcc三个软件拍的4K60帧log，明显看出飓风相机的清晰度最差，放大一点点根本没法看，更别说裁切了，感觉变1080p那样，貌似只有10比特420，而不是10比特422，码率和采样率都被压缩了，希望后面的版本可以着重优化这点,False
13328829452,2025-10-29T10:47:35Z,Forever#5800,5,Tim 的政策又有变动😱,10月28日之前所有视频里宣传49元的套餐学员可以永久使用 lut 及后续开发的 pro 版本。而10月28日发布的 b 站视频里，把49元权益的“永久使用”改为了“长期使用”，请注意，“长期≠永久”，希望影视飓风不要因为用词描述的问题而塌房。,False
13446966468,2025-11-27T14:12:05Z,爱摄影的小江,5,建议配上他的课程一起买,我是学了他的课程，然后再过来下载这个软件并进入苹果的生态系统，说实话做一个摄影爱好者来说，这个软件真的能够很简易上手适合新手小白，如果说想要再次进阶的话，可以去另外他推荐的一个相机软件，按同事来说拍照拍照的目的就是为了取悦自己或者获得一个素材，大家就不用那么较真了,False
13324699715,2025-10-28T11:22:25Z,xuenxudn,5,不愧是影视飓风,太牛了，虽然用手机自带的相机也能拍出来这种效果，但是这个软件极大的降低了使用者的门槛，没有学习过专业知识的也能轻松掌握，要做对比的话个人觉得是达芬奇和剪映的区别。哪怕在极暗的情况下，渲染出来的画面还是非常干净，现有的lut也完全够日常使用了，第一次长评论，献给你了。,False
13571397095,2025-12-30T03:37:44Z,南贝绿豆,5,这是一条好评,非常非常喜欢这个软件，让我爱上了拍摄，之前用原相机拍画面总是说不上来的奇怪，用这个相机，拍出来感觉跟现实看到的色调很接近，很棒，希望以后可以推出更多更好的功能！比如人像，因为苹果原相机的人像真的让人很痛苦，期待！（当然没有这个更新，我也会非常喜欢这个软件，完毕！希望影视飓风做大做强哈哈哈哈哈哈）,False
13490311431,2025-12-08T15:49:25Z,莫几句话很好,5,切夜难眠,这个晚上，注定是个不眠夜，因为整个旅游途中都用了飓风相机来记录我们旅途的点滴，但是回来看照片的时候，我老婆傻眼了，为什么照片的分辨率如此之低，为什么拍摄 Lut 照片的时候，不能高分辨率。跟原相机相比，分辨率低得可怜，放大照片后，女儿的脸已经很模糊，被老婆埋怨了一个晚上，相当于整个旅途行程拍摄的照片全废了，我给了5个星，是不想打击你们，不放大看，照片的调色还是很好看的，但分辨率真的太低了！！！！！！希望在后续能提示用户，用 Lut 拍摄照片的时候，分辨率会降低！！！！！！,False
13329949677,2025-10-29T15:51:58Z,landtsuki,5,关于图片信息,导出照片可不可以加入照相机信息以及位置，我导出之后在相册信息只能看到图片内存大小，其他信息都没有,False
13434966714,2025-11-24T10:36:39Z,蛮吉大大大大人,5,能不能給出个拍美食的滤镜，十万火急。,Tim 能不能开发一个拍美食的滤镜？我是开餐馆的有时需要拍点视频，我发现苹果13的拍照功能（风格和滤镜）长按拍出的视频是不会被取消的（基本可以实现直出），但今年换了苹果17，我炸了，拍照风格功能长按拍出的视频会被取消风格滤镜可丑了。弥补一下这个重灾区谢谢。五星好评已经谢上。,False
13349513849,2025-11-03T03:31:06Z,简”S,5,小白也可以轻易上手,虽然是测试版，但是已经超越市面上绝大多的轻量相机软件了，只能说，不愧是影视飓风,False
13639006548,2026-01-16T07:48:44Z,vinslet,4,导出很麻烦，死机,导出的时候想要导出大量视频不能滑动选择，要一个一个去点有点麻烦，而且用着用着会突然卡死，按什么都没反应,False
13336831436,2025-10-31T07:50:56Z,99.9百分之,5,相机拍照功能,能不能出个相机功能，这样就可以不用切换相机了，直接用这个一个，有这么多滤镜加一点相机拍照功能岂不美滋滋,False
13435440857,2025-11-24T13:23:37Z,KudosKTY,5,无限进步,会给五星好评！但是现在有一个问题是，实况照片的封面是清晰的但播放画质会骤降,False
13445558416,2025-11-27T04:21:39Z,15791676185531619,5,反馈和建议,按照目前粉丝量下载数量应该为很高了，在应用里反馈和建议，竟然是实时的不用你转接人工，无须等待！,False
13357913053,2025-11-05T03:05:09Z,体验感不巴适,3,相素无法调整，动态只有800万,拍摄动态只有800万像素不够用，滤镜只有几个比较少，还各种小细节，希望多改进，滤镜像素一步到位就好了，用相机的主要目的就是为了方便，第一次用相机花钱的，结果功能确实有点不尽人意，经常看到推荐，我以为会用的很不错，说实话很失望，毕竟开始用，希望后面会有大动作。,False
13325970749,2025-10-28T17:05:35Z,SAS没有pressure,5,建议：生态相对封闭！,相比于bmc导入各种的lut而言，飓风相机的lut生态圈相对封闭：只能使用相机本身的lut进行拍摄。因为处于探索阶段，所以还做不到像苹果一样生态闭环，体验下来的感受就是lut虽然不少，但是不能导入lut还是有局限性在的。,False
13613524563,2026-01-09T15:51:46Z,jack-lio,5,希望能直接录到外接硬盘,功能简单好用 效果也很不错 但是小容量手机存储告急 希望能够支持直接外录到外接硬盘里！,False
13324669744,2025-10-28T11:13:10Z,tourist17,5,什么时候可以相机按键启动,什么时候可以相机按键启动,False
13432192341,2025-11-23T16:02:54Z,zane.@email,5,支持一下影视飓风🌀,"试用了一会，功能比想象的丰富 开发组不错
希望为来可以看到直方图与照片模式和更多好玩的内容和使用精简的画面☺️
👍👍📽️",False
13635165636,2026-01-15T06:47:48Z,方便的快说快说卡,3,防抖功能需要优化,目前在用的所有这类软件中，这个是防抖和稳定效果较差的。毕竟大多数时候是手持使用，希望可以再优化一点。,False
13426897770,2025-11-22T08:09:11Z,伊卡洛斯NW,5,建议：,建议增加的功能：可以把相册的照片调成相机内的滤镜颜色,False
13511708745,2025-12-14T07:29:05Z,星间线skyline,5,非常不错,目前感觉非常不错，色彩会比原相机更真实也讨喜，就是 lut 拍摄能否下放标准版机型，就像隔壁黑魔法一样,False
13644052647,2026-01-17T14:58:24Z,leeehome,4,录音改进,希望能增加麦克风录音效果选项，默认空间音频录演唱会效果真不行,False
13408050541,2025-11-17T07:35:25Z,理光光影预设,5,希望加入理光光影效果的预设,非常好用！希望能看到我的意见,False
13386504304,2025-11-11T23:00:35Z,感觉不如自带的调色盘,5,出个类似小米繁花如梦类似的滤镜,不太懂摄影，但是希望出个类似小米繁花如梦那样的滤镜,False
13325378603,2025-10-28T14:25:48Z,熙儿鸭xierya,5,非常不错,功能再完善一些就更好了,False
13884625936,2026-03-25T07:59:14Z,小娄夜听雨,5,非常棒,如果滤镜再多一点，有一些对比度更大的滤镜就好了,False
13519288052,2025-12-16T07:56:49Z,不知道钠,5,好评,挺好，也是刚开始做的相机，有新手模式，挺好上手的，希望功能更多一些。,False
13358030739,2025-11-05T03:53:27Z,Sir.8,1,就第一次打开能正常使用,后面再打开直接画面黑屏，什么都不显示。其他按钮没问题，不是卡顿。莫名其妙，有点不符合影视飓风的品质。我还是提前花了钱买的课😤,False
13535209955,2025-12-20T15:27:37Z,Maniac978,3,经常突然卡死,打开相机界面直接会卡死，按什么按钮都没用，只能强制关机重启,False
13324771799,2025-10-28T11:43:44Z,Liuhangzhou,5,为什么买了课程，使用账号登录后，依然需要购买？,在b站买的,False
13488350186,2025-12-08T02:49:10Z,尼古拉斯赵四22,4,建议在媒体库预览的时候，在文件名后面加上LUT滤镜的名字,建议在媒体库预览的时候，在文件名后面加上LUT滤镜的名字，不然有时候分不清楚用的哪个拍的,False
13453773456,2025-11-29T08:03:30Z,曾维宸,5,画面闪烁,画面闪烁第一次碰到，预览页面闪烁，导出也闪烁，并不是快门速度的问题，自然光线，所有都是自动的,False
13327682186,2025-10-29T03:02:03Z,盖世鍇,5,无敌相机启动,选择飓风相机，拍出自己的人生,False
13687089206,2026-01-28T23:43:25Z,赵思承,2,别买,默认可以 raw 拍照且加滤镜对小白很友好。但对于正常人来说属于诈骗级别软件。没有闪光灯，找客服反馈没有任何回复。一年了没有小组件。还是老老实实用回真正的专业软件了。,False
13354881225,2025-11-04T11:06:14Z,打小就帅，,5,滤镜绝了，希望后期还有不同的风格,非常棒,False
13324714574,2025-10-28T11:26:54Z,Ro$$enway,4,整体还不错，但是丢了17系列前置横竖屏切换,挺好的，但是这个问题得注意一下,False
13328219843,2025-10-29T06:57:15Z,pmfromqq,5,请问会员如何领取pro版本,已经在b站买了课程，用相同手机号登录飓风相机，没有看到pro版,False
13571954563,2025-12-30T07:44:55Z,ShudongXI,4,不错,基础功能比较齐全，只是展开参数面板会挡住快门键,False
13325523824,2025-10-28T15:03:35Z,回个信息的,5,很棒的软件,感谢影视飓风团队,False
13497831103,2025-12-10T15:50:55Z,去巴黎铁塔做ai,5,功能逐步完善,越来越好用了，给影视飓风点赞,False
13493245768,2025-12-09T11:32:10Z,有眼袋得小猪,5,棒棒哒,目前感觉一切良好，还在持续学习中！一起进步！,False
13445054462,2025-11-27T00:43:40Z,杨小杨洋洋,5,关于本次更新日志,这次的更新日志，国民的有点过分了，btw，还有更多的适合人像的滤镜可以搞一搞咩,False
13324757915,2025-10-28T11:39:48Z,fe de d,5,超级棒的相机软件,影视飓风 无限进步！,False
13668628832,2026-01-24T03:06:07Z,鱼hhh,3,拍摄视频感觉会丢帧不是很丝滑,希望改进一下,False
13560575122,2025-12-27T11:55:08Z,我爱tim,1,经常造成整个手机卡死，锁屏都锁不上，需要按两下，而且对焦有问题，自动对焦失效，点按无法对焦,问题见标题,False
13329847074,2025-10-29T15:24:24Z,QAQiii7,5,影视飓风好牛啊,喜欢拍动态log的功能，拍出的动图好好看🥹,False
13327766040,2025-10-29T03:37:33Z,你好高老师,5,支持影视飓风,虽然Log模式很少用，但是还是要支持一下,False
13325052638,2025-10-28T13:00:39Z,加睡觉鲜花盛开,5,👀,打视频的时候拍照和摄像会闪退,False
13530678642,2025-12-19T11:28:50Z,COOPE BB,1,买了发现滤镜用不了，也不能编辑图片,软件没有使用说明，不知道是bug还是我不会用，很多功能都没有。还不如原相机。图片也不能编辑只能查看。,False
13328340315,2025-10-29T07:47:43Z,yyo k h f fv bu t re xu n,1,无法导入lut,且客服一副高高在上的态度，不解决实际问题，影视飓风就这样服务花钱购买的客户？,False
13324642307,2025-10-28T11:04:37Z,GaryCXF,5,不错，相信影视飓风出品,相信影视飓风出品,False
13362147654,2025-11-06T03:57:31Z,Yzyzyxhbxfujf,4,没有批量导出啊,急需批量导出，有批量导出就完美了,False
13327104350,2025-10-28T23:19:24Z,ｎｓｊｚｊ,4,出一个直接照相功能吧,出一个直接照相功能吧,False
13442319652,2025-11-26T08:41:30Z,Tanzakustars,5,无限进步,支持影视飓风,False
13359960967,2025-11-05T15:24:50Z,b站的尼康,5,能否去掉启动LOGO界面,去掉启动界面，加快打开速度。可以考虑把logo固定在拍摄界面的角落,False
13325534447,2025-10-28T15:06:19Z,阎阎阎…….,5,棒棒棒,功能完善，交互流畅,False
13424808444,2025-11-21T18:07:02Z,呜呜呜无无,2,目前来说功能还是太少,可编辑调节的功能太少，硬套lut出来往往很一般,False
13350028848,2025-11-03T07:12:14Z,轩缘星忆,4,好用,什么时候能增加拍照功能～,False
13511730626,2025-12-14T07:38:41Z,Jack的世界,5,对我新手而言很友好,哎呦，不错哦,False
13338475507,2025-10-31T15:56:38Z,慕由_愿宁,4,很不错,美中不足有一点我希望拍log的时候有直方图,False
13324732091,2025-10-28T11:32:08Z,人人45,5,完美的相机,真好用,False
13426824093,2025-11-22T07:37:33Z,1111211934964,1,软件里面的视频丢失,软件拍的视频没导出来 软件一卡顿视频全没了,False
13565207875,2025-12-28T15:32:43Z,不建议花钱1,1,拍照模糊，视频自然还行，软件收费太贵,不建议购买,False
13779205570,2026-02-23T03:55:58Z,moonfish11,1,效果不是很好,感觉还没有原相机直出效果好，希望迭代更新出好效果，效果不好落差有点大,False
13643402419,2026-01-17T11:37:47Z,傑啊哦,1,为什么收不到验证码？？？,新用户注册验证码发了无数遍，手机收不到短信,False
13441696513,2025-11-26T03:42:15Z,就是还是睡吧睡吧,5,其他lut预设导入,能否给个自己选择lut导入，比如现在富士lut，给个选择可以自己导入,False
13350602501,2025-11-03T10:56:32Z,L.vvn,2,动不动就卡死,账号还一直退登,False
13325352029,2025-10-28T14:18:51Z,百炼赤翼风险党,5,有时会闪退,加油,False
13488351687,2025-12-08T02:49:47Z,78965123,5,炒鸡好用,看到什么都想拿起手机拍拍😊。记录生活记录美好。影视飓风赛高┏(＾0＾)┛📷,False
13324667419,2025-10-28T11:12:29Z,Chovy¥,5,无限进步,Tim加油 永远支持你们,False
13324336698,2025-10-28T09:17:46Z,抹茶曲奇薄荷,5,算你厉害,终于等到你,False
13569209456,2025-12-29T15:18:27Z,Record A Bit Of Life,5,Tim！,什么时候上线手表检测起飞的那个软件,False
13327766597,2025-10-29T03:37:47Z,俺拾月拾光,5,无限进步,无限进步,False
13353813138,2025-11-04T03:43:19Z,识别功能是我用这的缘由,3,只能拍视频吗,只能拍视频吗,False
13408080006,2025-11-17T07:49:09Z,卸下思绪,4,感觉log动态图片分辨率太低了，导出才8mp,能不能搞高一点？,False
13324714980,2025-10-28T11:27:01Z,进击的雪碧,5,终于上线了,冲冲冲,False
13492002738,2025-12-09T02:04:51Z,哥哥的父亲,4,导入照片视频,缺少导入照片视频还有导入lut啊,False
13332012640,2025-10-30T03:30:42Z,aiyuechuang,3,抓紧更新呀！,抓紧更新呀！调色更多些，剪辑功能以及时常筐可以微调更好,False
13325465512,2025-10-28T14:48:24Z,川普呱呱呱呱话,5,我超爱影视飓风,我超爱影视飓风的！,False
13450157942,2025-11-28T11:01:56Z,Takashi丶,5,灵光一现,哈哈哈修复已知问题,False
13325405438,2025-10-28T14:32:39Z,。开始看,5,还不错,感觉很实用，lut 选择也很方便,False
13362036361,2025-11-06T03:11:47Z,Special_唐伯虎,5,什么时候可以支持选择外部存储空间呢,手持128的15p，之前使用blackmagic时外置了一块T7，目前好像还不能用外置空间？,False
13362534973,2025-11-06T06:49:46Z,k434387,5,画面比例能不能改，3:2 4:3,画面比例能不能有更多选择，前置 17 系列能不能调用原生的横屏模式,False
13326110968,2025-10-28T17:46:16Z,小王你要凉了,5,飓风拍摄,非常好用,False
13325300154,2025-10-28T14:05:28Z,睡不醒的喵喵酱,5,不错,很喜欢,False
13350723021,2025-11-03T11:36:02Z,橙鱼boy,5,无限进步,好,False
13325489418,2025-10-28T14:54:34Z,给 v 回家小心点,1,刚起步还没做好就搞个收费，你要上天？,刚起步还没做好就搞个收费，你要上天？,False
13324553663,2025-10-28T10:35:38Z,梨子x1n,5,Lut很好看,等了很久，已激活专业版,False
13605764053,2026-01-07T15:44:00Z,A9.,5,没有闪光灯吗,没有闪光灯,False
13424000876,2025-11-21T13:56:11Z,你爹爹d d d d d d d d d,5,我爱你,我爱你，我爱你，我爱你，我爱你影视tim我想跟你见面可以吗？,False
13324754855,2025-10-28T11:38:56Z,JaspalJA,4,前摄尽快支持open gate,please,False
13329046534,2025-10-29T11:52:35Z,空中楼阁楼夺得蛤蟆功,1,想拍个拍照,要会员直接卸载吧，拜拜,False
13379080265,2025-11-10T03:47:49Z,timpanananan,3,一般,对不上焦,False
13426966590,2025-11-22T08:37:53Z,sadssssi,5,666,画质没话说 拍照很漂亮 小姨子很美,False
13488518374,2025-12-08T04:00:19Z,11727286868,5,更新日志不错,要我说，就这个独一无二的更新日志(･ω･´)=☞，我就想给一个好评(･ω･),False
13674500667,2026-01-25T15:58:15Z,王师败绩的,1,血亏,像素太模糊了,False
13842887371,2026-03-13T08:06:15Z,紫色加灰,1,建议影视飓风，可怜一下苹果15一下机型吧，没有lug，好歹也给安排个滤镜库啥之类的啊,建议影视飓风，可怜一下苹果15一下机型吧，没有lug，好歹也给安排个滤镜库啥之类的啊,False
13325333610,2025-10-28T14:14:06Z,刘茜茜1,5,飓风相机,太牛了👍,False
13324631909,2025-10-28T11:01:21Z,打假维权者,5,抖音铭,我是第一,False
13423808856,2025-11-21T12:57:52Z,割韭菜第一步,1,聊胜于无,先叠甲！影视飓风V4！除了live图毫无存在的理由！不能外置硬盘录制，批量导出困难，没有变形宽荧幕...kino不好还是blackmc不行？失望,False
13325896212,2025-10-28T16:44:16Z,趙赵趙,5,14pm手机没有log用不了😭,能不能对于没有log的机型出一个lut预设啊😭,False
13324821400,2025-10-28T11:57:40Z,保暖大裤衩,4,已入 pro， 希望支持拍照，不只是拍视频呀,支持👍,False
13324713692,2025-10-28T11:26:39Z,我叫王二娃,5,牛,期待了很久，好用，喜欢❤️,False
13422249431,2025-11-21T01:49:44Z,pppprist,5,可不可以增加3：4尺寸！！！,忠粉真的真的真的很需要🥹,False
13519807999,2025-12-16T11:45:51Z,ｌｅｙａｎｇ,2,卡顿严重,卡顿有些严重,False
13359087981,2025-11-05T11:15:50Z,太好了这个软件爆炸好,5,加个导入lut功能,求求加个导入lut功能,False
13442350024,2025-11-26T08:55:56Z,辣辣辣辣辣l,5,小天才,小天才,False
13389192881,2025-11-12T15:50:42Z,傲慢～,5,不错,不错,False
13615504486,2026-01-10T03:16:49Z,就很贵我共吸引,2,想要自己 导入 lut 选项,lut 浓郁程度不能调节，不能自己导入 lut  可玩性太低了，有点单调,False
13327653751,2025-10-29T02:50:16Z,殇弑神者,5,怎么知道是不是pro版,pro版怎么看,False
13325912409,2025-10-28T16:48:53Z,陕工最帅,5,好用,好用,False
13327815529,2025-10-29T03:59:28Z,别克东海岸,5,我,第一,False
13511224200,2025-12-14T03:58:03Z,喵可蓝多多,5,想要闪光灯！！！！！加一个闪光灯吧,闪光灯闪光灯📸,False
13670636263,2026-01-24T15:56:24Z,你好孙先生的,1,不支持log的用户，用不了lut功能却能付费，付费后也不能退,能付费不能退,False
13330691059,2025-10-29T19:28:20Z,猫玻璃球,5,课程已经买啦！,好评(՞ਊ՞)👍,False
13395592013,2025-11-14T07:07:30Z,小黑鸡的历险记,5,挺好用的,挺好用的,False
13639503577,2026-01-16T11:29:53Z,EUGENE摄影张,5,超级好用,好👌,False
13445290579,2025-11-27T02:22:52Z,The160,2,一般,我14p有的时候超级卡，希望可以改进,False
13488474101,2025-12-08T03:41:11Z,碎碎辇,5,好,用,False
13429816782,2025-11-23T01:02:15Z,supremuuuu,5,缺少导入LUT功能,缺少导入LUT功能,False
13725950288,2026-02-08T07:56:14Z,gdvfhc,5,好,用,False
13331449306,2025-10-29T23:52:59Z,海吉布一哥,5,非常好用,给 tim 点赞！,False
13779197144,2026-02-23T03:52:09Z,诶嘿啊哈哦吼,1,牛,真牛啊,False
13324587139,2025-10-28T10:46:48Z,喵轰轰,5,嘿嘿嘿,第一？,False
13324650467,2025-10-28T11:07:11Z,超大犀牛,5,😘,非常好😍,False
13325804456,2025-10-28T16:18:39Z,桃子/（j ji,5,很良心,很良心,False
13441374508,2025-11-26T01:27:24Z,这干嘛看变形记起你呢,5,富士lut,可以上线富士lut嘛！！,False
13325824507,2025-10-28T16:24:12Z,G0vi,5,😭,您的设备不支持log   (￣-￣),False
13324656082,2025-10-28T11:08:55Z,xxx锋,5,1,可以,False
13374123083,2025-11-08T23:50:02Z,我就去清空,2,14p用不了log动态,14p用不了log动态白花钱了,False
13718420752,2026-02-06T07:45:20Z,会屯屯的鼠鼠,5,好,好,False
13427760997,2025-11-22T13:26:50Z,bylx Bliss,5,好,tim牛,False
13325806893,2025-10-28T16:19:21Z,htcrdtdtctctcvyb,5,👌,👌,False
13895906335,2026-03-28T11:45:56Z,光遇Sky.洛,5,一些评价与建议,"评价：这款软件基本满足了我的所有需求，做的也很好，拍出来的很有质感，还支持实况照片，但还有一些小建议
建议：1.第三方外设：无法实现使用DJI手机云台系列进行拍照、拍摄，这一点对我们手机云台拍摄的摄影爱好者稍稍不友好，希望可以改进
2.LUT与滤镜：首先这款软件对适配LUT的手机开启了LUT的功能，但对不适配LUT的手机未开启LUT功能，所以我的小建议是对不适配LUT功能的手机开启一个滤镜功能（这一点可能不会实现，但我还是想提这个建议）
总结：以上就是对这款软件的评价与建议，最后祝影视飓风越来越好，無限進步！",False
13588922021,2026-01-03T10:01:37Z,影子路者,5,更换手机号后，如何同步数据呢？,原来购买课程的手机号已经不在使用了，课程是在哔哩哔哩购买，新手机号已经绑定了哔哩哔哩，但是之前的数据在飓风相机里并没有，登陆后没有会员信息了，需要重新购买，现在新手机号不知道怎么同步之前的会员数据，也没有找到相关的按钮，还有就是隔一段时间之后，登陆状态会自己掉下来，每次都需要重新登录，不知道是不是我的手机问题,False
